codigo_producto,descripcion_producto,costo_producto,precio_producto,stock_actual_producto,unidad_de_medida_producto,proveedor_producto,ramo_producto,familia_producto,grupo_producto,marco_producto
6018,LEVADURA FRESCA LEVASAF 500GR (20 UNI),71.136,103.0,93.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,LEVADURAS,Sin asignar,COPAMA
6039,LEVADURA SAF ROJA INSTANTANEA 500GR (20 UNI),272.801,355.0,16.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,LEVADURAS,Sin asignar,SAF
7105,ESENCIA VAINILLA CREMA URULEVA 1LTRO,4.785,280.0,7.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
0068,COLOR ROJO PUNZO URULEVA 500 ML,99.918,130.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
0069,ESENCIA NARANJA URULEVA 500 ML,402.234,523.0,1.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
0070,DESMOLDANTE URULEVA 500 ML,320.25,416.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
781,ESENCIA MANTECA (BUTAROMA) URULEVA 1LT,389.962,487.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
782,COLOR ROJO URULEVA 200 ML,99.918,125.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
783,ESENCIA VAINILLA CREMA URULEVA 200 ML,134.326,168.0,1.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
784,COLOR AMARILLO URULEVA 200 ML,64.421,81.0,1.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
786,ESENCIA MANTECA URULEVA 200 ML,222.894,279.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
790,DESMOLDANTE URULEVA 200 ML,160.125,200.0,3.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URUGUAY
791,CARAMELO URULEVA 200 ML,195.993,245.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
792,ESENCIA NARANJA URULEVA 200 ML,201.117,251.0,1.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
793,ESENCIA PANETONE URULEVA 200 ML,188.307,235.0,0.0,Uni,LEDIFAR S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,URULEVA
6105,CHOCOLATE COBERTURA NEGRO STAR BAKE 1KG (15 UNI),267.109,334.0,0.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,LEVAPAN
6106,CHOCOLATE COBERTURA BLANCO LEVAPAN 1KG (15 UNI),267.109,334.0,0.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,LEVAPAN
6107,CHOCOLATE COBERTURA NEGRO PARTIDO KG (25 UNI),199.28,259.0,11.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,LEVAPAN
9198,CHOCOLATE COBERTURA BLANCO PARTIDO KG (25 UNI),199.28,259.0,19.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,LEVAPAN
407,MEJORADOR PARALEVA CORTEZA CRUJIENTE 400 GR (25 UNI),73.543,96.0,6.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HONORA
408,MEJORADOR PARALEVA 400GR (25 UNI),73.543,96.0,22.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HONORA
6104,LEVADURA FRESCA PARALEVA 500G (20 UNI),57.769,84.0,30.0,Uni,LUNYSOL S.A,ELABORACION Y PANADERIAS,LEVADURAS,Sin asignar,PARALEVA
1825,PEPSI BLACK 500 ML (12 UNI),35.41,41.0,10.0,Uni,MIRVIAN S.A,BEBIDAS,JUGOS,Sin asignar,PEPSI
1101103,YERBA CANARIAS TRADICIONAL 500 GR (20 UNI),83.16,93.0,71.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1101104,YERBA CANARIAS TRADICIONAL 1 KG (20 UNI),156.34,175.0,66.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1103105,YERBA CANARIAS SERENA 500 GR (20 UNI),93.14,104.0,25.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1103104,YERBA CANARIAS SERENA 1 KG (20 UNI),172.98,194.0,33.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1105103,YERBA CANARIAS TE VERDE Y JENGIBRE 500 GR (20 UNI),93.14,104.0,9.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1105104,YERBA CANARIAS TE VERDE Y JENGIBRE 1 KG (20 UNI),172.98,194.0,5.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1104103,YERBA CANARIAS TE ROJO Y CENTELLA 500 GR (20 UNI),93.14,104.0,21.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1104104,YERBA CANARIAS TE ROJO Y CENTELLA 1 KG (20 UNI),172.98,194.0,20.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1806,YERBA CANARIAS SERENA 100 GR (24 UNI),21.63,24.0,0.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1807,YERBA CANARIAS TRADICIONAL 100 GR (24 UNI),19.13,21.0,20.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1808,YERBA BALDO 500 GR (20 UNI),82.32,92.0,27.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1809,YERBA BALDO 1 KG (20 UNI),153.85,172.0,40.0,Uni,MIRVIAN S.A,YERBA,Sin asignar,Sin asignar,CANARIAS
1810,FERNET BRANCA 750 ML (12 UNI),401.83,462.0,0.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,
1811,POMELO PASO DE LOS TOROS 500 ML (12 UNI),47.499,55.0,15.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
1812,PEPSI 500 ML (12 UNI),37.5,43.0,22.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
1813,MIRINDA 500 ML (12 UNI),37.5,43.0,15.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
19032,7UP 2.5 LT (4 UNI),75.684,87.0,3.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
19113,7UP 500 ML (12 UNI),37.5,43.0,6.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
27595,PEPSI 2 LT (6 UNI),77.674,89.0,2.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
27596,PEPSI BLACK 2 LT (6 UNI),67.965,78.0,7.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
27597,POMELO PASO DE LOS TOROS 2 LT(6 UNI),90.62,104.0,0.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
62971,MIRINDA 2.5 LT (4 UNI),78.294,90.0,7.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
25751,FERNET BRANCA 1 LT (6 UNI),429.621,494.0,6.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,
60005,POMELO LIGTH PASO DE LOS TOROS 2.5 LT(4 UNI),93.953,108.0,4.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
28349,ROCKSTAR 500 ML (12 UNI),40.0,46.0,4.0,Uni,MIRVIAN S.A,BEBIDAS,Sin asignar,Sin asignar,PEPSI
96,CERVEZA SKOL LATA 473 ML (12 UNI),32.045833,37.0,63.0,Uni,MIRVIAN S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,DAVOK
143,CERVEZA CORONA 355 ML (24 UNI),55.536,67.0,72.0,Uni,MIRVIAN S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,
16327,CERVEZA PATRICIA LATA 473 ML (6 UNI),64.27,74.0,3.0,Uni,MIRVIAN S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,
66330,CERVEZA NORTEÑA LATA 473 ML (6 UNI),34.26,39.0,30.0,Uni,MIRVIAN S.A,BEBIDAS,CERVEZA ARTESANAL,Sin asignar,
0361,GELATINA HORNEX CEREZA 1 KG (16 UNI),223.142,279.0,6.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0354,GELATINA HORNEX FRUTILLA 1 KG (16 UNI),223.142,279.0,9.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0347,GELATINA HORNEX NARANJA 1 KG (16 UNI),230.207,288.0,0.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HONORA
0378,GELATINA HORNEX MANZANA 1 KG (16 UNI),230.207,288.0,0.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0385,GELATINA HORNEX DURAZNO 1 KG (16 UNI),230.207,288.0,0.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0323,FLAN HORNEX VAINILLA 1 KG,206.414,258.0,2.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0330,FLAN HORNEX CARAMELO 1 KG (16 UNI),206.414,258.0,0.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0675,FLAN HORNEX CHOCOLATE 1 KG (16 UNI),224.365,280.0,7.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0682,FLAN HORNEX DULCE DE LECHE 1 KG (16 UNI),224.365,280.0,3.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0859,GELATINA HORNEX LIGHT CEREZA 500 GR,525.632,657.0,5.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0293,POSTRE HORNEX VAINILLA 1 KG (16 UNI),135.923,170.0,8.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0316,POSTRE HORNEX CHOCOLATE 1 KG (16 UNI),171.284,214.0,8.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0699,POSTRE HORNEX FRUTILLA 1 KG (16 UNI),144.923,181.0,3.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
0408,POLVO HORNEAR HORNEX 1 KG,118.64,148.0,72.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
1344,GELATINA SIN SABOR HORNEX 14 GR DISP 24 UNI,31.43,41.0,0.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,HORNEX
204,LEVADURA INSTANTANEA PAKMAYA 500 GR (20 UNI),206.248,258.0,7.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,LEVADURAS,Sin asignar,PAKMAYA
7838,LEVADURA INSTANTANEA PAKMAYA 11 GR 60 UNIDADES (8 UNI),11.79,15.0,1397.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,LEVADURAS,Sin asignar,PAKMAYA
6195,LEVADURA INSTANTANEA ANGEL 10 GR 48 UNIDADES (6 UNI),7.795,10.0,1620.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,LEVADURAS,Sin asignar,PAKMAYA
6524,YERBA BIOMATE CANNABIS 1 KG (10 UNI),148.716,174.0,51.0,Uni,PINABEL S.A,YERBA,Sin asignar,Sin asignar,BIO MATE
6525,YERBA BIOMATE CANNABIS 500 GR (20 UNI),79.904,93.0,5.0,Uni,PINABEL S.A,YERBA,Sin asignar,Sin asignar,BIO MATE
0000,YERBA BIOMATE CANNABIS 55 GR DISP X 18 UNI (8 UNI),14.796,18.0,21.0,Uni,PINABEL S.A,YERBA,Sin asignar,Sin asignar,BIO MATE
0705,POSTRE HORNEX DULCE DE LECHE 1 KG (16 UNI),171.284,214.0,9.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,Sin asignar,Sin asignar,HORNEX
6526,ESENCIA VAINILLA HORNEX FRASCO 30 ML (12 UNI),44.519,56.0,79.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
6527,ESENCIA VAINILLA HORNEX FRASCO 60 ML (12 UNI),62.859,79.0,46.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
6528,ESENCIA VAINILLA HORNEX FRASCO 125 ML (12 UNI),96.026,120.0,16.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
6529,COLOR AMARILLO HORNEX FRACO 60 ML (12 UNI),60.24,75.0,12.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
6530,COLOR ROJO HORNEX FRASCO 60 ML (12 UNI),60.24,75.0,9.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
6531,COLOR AZUL HORNEX FRASCO 60 ML (12 UNI),55.0,69.0,0.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
6532,COLOR VERDE HORNEX FRASCO 60 ML (12 UNI),60.24,75.0,7.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
0460,ESENCIA VAINILLA HORNEX 1 LT,115.496,167.0,25.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
0521,COLOR AMARILLO HORNEX 1LT,74.642,112.0,2.0,Uni,PINABEL S.A,ELABORACION Y PANADERIAS,ESENCIA Y COLORES,Sin asignar,HORNEX
0224,COCOA MOROCHA 2.5 KG (5 UNI),8.312,9.39,20.0,Uni,PROMOL LTDA,CAFE E INFUSIONES,COCOA,Sin asignar,
2027,AVENA INSTANTANEA DUKITA 1KG (10 UNI),1.823,2.28,158.0,Uni,PROMOL LTDA,ENVASADOS,DUKITA,Sin asignar,DUKITA
9147,PASAS DE UVA KG (10 UNI),3.677,4.78,47.0,Uni,PROMOL LTDA,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",Sin asignar,Sin asignar,LA COSECHA
1078,AVENA ARROLLADA 1 KG (10 UNI),1.823,2.28,113.0,Uni,PROMOL LTDA,ENVASADOS,Sin asignar,Sin asignar,DUKITA
201,PURE DE PAPAS DUKITA 120 GR (20 UNI),0.661,0.79,221.0,Uni,PROMOL LTDA,ENVASADOS,Sin asignar,Sin asignar,DUKITA
6515,PURE DE PAPAS DUKITA 1 KG (10 UNI),4.926,5.91,89.0,Uni,PROMOL LTDA,ENVASADOS,Sin asignar,Sin asignar,DUKITA
1660,AVENA INSTANTANEA DUKITA 2.5KG (5 UNI),4.375,5.47,4.0,Uni,PROMOL LTDA,ENVASADOS,Sin asignar,Sin asignar,DUKITA
105U,PASAS DE UVA PAQUETE 1KG (10 UNI),4.152,5.19,31.0,Uni,PROMOL LTDA,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,
1072,SAL FINA YODADA NILO 500 GR (40 UNI),23.82,30.0,775.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,NILO
10410,SAL FINA YODOFLUORADA TORREVIEJA 500 GR (40 UNI),35.0,44.0,320.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
1073,SAL GRUESA YODADA NILO 500 GR (40 UNI),23.82,30.0,240.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,NILO
10280,SAL GRUESA YODOFLUORADA TORREVIEJA 500 GR (40 UNI),35.0,44.0,34.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11002,SALERO SAL PARRILLERA TORREVIEJA 500 GR (12 UNI),73.943,92.0,9.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11012,SALERO MOLINILLO SAL AJO Y PEREJIL TORREVIEJA 85 GR (8 UNI),110.55,144.0,8.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11016,SALERO MOLINILLO SAL FINAS HIERVAS TORREVIEJA 85 GR (8 UNI),110.55,144.0,8.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11022,SALERO MOLINILLO SAL PAL ASADO TORREVIEJA 85 GR (8 UNI),138.348,180.0,8.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11018,SALERO MOLINILLO SAL TRES BAYAS TORREVIEJA 85 GR (8 UNI),110.55,144.0,2.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11055,SALERO CORIANDRO MOLIDO TORREVIEJA 38 GR (8 UNI),110.55,144.0,8.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11052,SALERO CURCUMA TORREVIEJA 50 GR (8 UNI),110.55,144.0,3.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11053,SALERO CURRY SUAVE TORREVIEJA 85 GR (8 UNI),66.1,86.0,8.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11054,SALERO PIMENTO TORREVIEJA 45 GR (8 UNI),110.55,144.0,8.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11059,SALERO OREGANO TORREVIEJA 40 GR (12 UNI),77.244,100.0,12.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11009,SALERO SAL LIGHT TORREVIEJA 150 GR (24 UNI),55.301,69.0,15.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11056,SALERO CHIMICHURRI TORREVIEJA 90 GR (12 UNI),88.389,115.0,6.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11058,SALERO ROMERO TORREVIEJA 50 GR (12 UNI),110.55,144.0,11.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11008,SALERO SAL FINA YODOFLUORADA TORREVIEJA 150 GR (24 UNI),42.872,56.0,15.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11057,SALERO TOMILLO TORREVIEJA 40 GR (12 UNI),110.55,144.0,12.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
11003,SALERO SAL FINA YODOFLUORADA TORREVIEJA 500 GR (12 UNI),73.943,92.0,9.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
1053,SAL FINA MARINA YODADA TORREVIEJA 500 GR (12 UNI),44.875,58.0,12.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
1055,SAL GRUESA MARINA YODADA TORREVIEJA 500 GR (12 UNI),44.875,58.0,12.0,Uni,SOLSIRE S.A,ADEREZOS,SAL Y AGREGADOS,Sin asignar,TORREVIEJA
0058,PLATO LLANO PVC BLANCO 15 CM X 10 UNIDADES (100 UNI),0.237,0.32,100.0,Uni,BETTASUL S.A,EMPAQUES,PVC,Sin asignar,
0059,PLATO LLANO PVC BLANCO 18 CM X 10 UNIDADES (50 UNI),0.609,0.82,99.0,Uni,BETTASUL S.A,EMPAQUES,PVC,Sin asignar,
0056,BOLSA DE RESIDUOS BETTANIN 60 X 70 ROLLO 100 UNIDADES (10 UNI),5.553,6.94,0.0,Uni,BETTASUL S.A,LIMPIEZA,Sin asignar,Sin asignar,BETTANIN
0061,GUANTE BETTANIN SUPER PRO P (48 UNI),1.998,2.5,26.0,Uni,BETTASUL S.A,LIMPIEZA,Sin asignar,Sin asignar,BETTANIN
0062,GUANTE BETTANIN SUPER PRO M (48 UNI),1.998,2.5,14.0,Uni,BETTASUL S.A,LIMPIEZA,Sin asignar,Sin asignar,BETTANIN
0063,GUANTE BETTANIN SUPER PRO G (48 UNI),1.998,2.5,15.0,Uni,BETTASUL S.A,LIMPIEZA,Sin asignar,Sin asignar,BETTANIN
1219,DURAZNOS EN ALMIBAR EN MITADES DE DIEZ 830GR (12 UNI),1.616,1.94,40.0,Uni,LAMCORP S.A.S,ENLATADOS,FAMILIAR,Sin asignar,DE DIEZ
10008,ARVEJAS DE DIEZ 205GR (24 UNI ),0.445,0.53,120.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
1025,CHOCLO DE DIEZ 205GR (24 UNI ),0.715,0.86,104.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
10033,JARDINERA DE DIEZ 220 GR (24 UNI),0.597,0.72,95.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
10009,ARVEJAS Y CHOCLO DE DIEZ 205GR (24 UNI),0.597,0.72,80.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
1162,GARBANZO EN LATA DE DIEZ 300 GR (24 UNI),0.608,0.76,71.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,ENLATADOS,DE DIEZ
1159,LENTEJAS EN LATA DE DIEZ 300GR (24 UNI),0.608,0.76,77.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
1160,POROTO ALUBIA LATA DE DIEZ 300GR (24 UNI),0.608,0.76,72.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
1190,POROTO COLORADO LATA DE DIEZ 300GR (24 UNI),0.608,0.76,22.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
1161,POROTO NEGRO LATA DE DIEZ 300GR (24 UNI),0.608,0.76,0.0,Uni,LAMCORP S.A.S,ENLATADOS,ENLATADOS,Sin asignar,DE DIEZ
1181,POLENTA DE DIEZ 400GR (12 UNI),19.74,25.0,41.0,Uni,LAMCORP S.A.S,ENVASADOS,Sin asignar,Sin asignar,DE DIEZ
1135,AVENA LAMINADA DE DIEZ 3KG,4.158,234.0,21.0,Uni,LAMCORP S.A.S,ENVASADOS,Sin asignar,Sin asignar,DE DIEZ
1134,AVENA LAMINADA INSTANTANEA DE DIEZ 1KG (8 UNI),1.596,90.0,57.0,Uni,LAMCORP S.A.S,ENVASADOS,Sin asignar,Sin asignar,DE DIEZ
10780,MANI TOSTADO DE DIEZ SALADO PAQUETE 1KG (12 UNI),3.938,222.0,14.0,Uni,LAMCORP S.A.S,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,DE DIEZ
1075,MANI TOSTADO DE DIEZ S/SAL PAQUETE 1KG (12 UNI),3.938,222.0,30.0,Uni,LAMCORP S.A.S,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,DE DIEZ
10042,MIX DE FRUTOS SECOS S/SAL DE DIEZ 400GR (12 UNI),4.096,5.12,18.0,Uni,LAMCORP S.A.S,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,DE DIEZ
10043,MIX DE FRUTOS SECOS CON SAL DE DIEZ 400GR (12 UNI),4.096,5.12,27.0,Uni,LAMCORP S.A.S,"CEREALES, GRANOLAS, SEMILLAS Y FRUTOS SECOS",FRUTOS SECOS,Sin asignar,DE DIEZ
0181,NYLON FILM 30 X 300 (9 UNI),4.862,6.32,15.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
0182,NYLON FILM 38 X 300 (9 UNI),6.364,8.27,0.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
0187,NYLON FILM 38 X 700,16.141,20.98,4.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
308,POTE PP LISO 250 ML 25 UNIDADES (20 UNI),2.25,3.04,0.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
309,POTE PP LISO 350 ML 25 UNIDADES (16 UNI),2.5,3.38,4.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
311,ESTUCHE TAPA BISAGRA H641,0.0881,0.12,806.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
316,SORBITOS 500 UNIDADES,15.648,20.34,3.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
325,POTE PP LISO 750 ML 25 UNIDADES (10 UNI),4.6,6.21,3.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
326,POTE DIAMANTE G742 (200 UNI),0.096,0.12,229.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
327,ESTUCHE TAPA BISAGRA H10,0.104,0.14,31.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
5652,ESTUCHE CON TAPA G650 (300 UNI),0.073,0.09,115.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
5654,NYLON FILM  28 X 30 (25 UNI),1.087,1.41,12.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
144,POTE PP LISO 140 ML 25 UNIDADES (30 UNI),1.62,2.19,18.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
218,NYLON FILM 45 X 300,10.64,13.83,0.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
0011,POTE CON TAPA 3071,0.127,0.17,362.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
221,NYLON FILM 45 X 750,17.27,22.45,0.0,Uni,TESANTI S.R.L,EMPAQUES,PVC,Sin asignar,
